from_stop_I,to_stop_I,d,duration_avg,n_vehicles,route_type,d_walk,iswalk,route_importance,Price,rush_hour,star_reviews,Duration_Walk_min
4426,4427,204,22,16,9,0,FALSE,3,12.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4427,4084,236,25,16,1,0,FALSE,4,18.88,"9:00,12:00,16:00",2,0
4428,3672,479,66.66666667,30,0,0,FALSE,3,28.74,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4429,4349,344,55.03448276,29,4,0,FALSE,2,13.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4429,4430,156,25.78,50,9,0,FALSE,3,9.36,"9:00,12:00,16:00",1,0
4430,1805,189,25.5,50,3,0,FALSE,3,11.34,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4431,2571,532,91.11111111,45,7,0,FALSE,1,10.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4432,1833,170,22.51351351,74,4,0,FALSE,2,6.8,"9:00,12:00,16:00",5,0
4433,4984,249,39.66216216,148,3,0,FALSE,3,14.94,No rush hours,3,0
4433,3735,262,45.70886076,79,6,0,FALSE,1,5.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4434,1025,436,77.90322581,31,2,0,FALSE,5,43.6,"9:00,12:00,16:00",3,0
4435,3486,185,25.1627907,86,7,0,FALSE,1,3.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4436,4432,372,51.78378378,74,5,0,FALSE,1,7.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4437,4436,186,25.27027027,74,0,0,FALSE,3,11.16,"9:00,12:00,16:00",4,0
4438,4439,103,13.71621622,74,6,0,FALSE,1,2.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4439,4075,217,30.06756757,74,6,0,FALSE,1,4.34,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4440,4437,489,68.72972973,74,5,0,FALSE,1,9.78,"9:00,12:00,16:00",5,0
4441,3738,1009,328.7142857,7,7,0,FALSE,1,20.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4441,1940,211,61.33962264,53,2,0,FALSE,5,21.1,No rush hours,5,0
4441,1517,203,50,51,6,0,FALSE,1,4.06,"9:00,12:00,16:00",2,0
4442,4828,176,46.3960396,101,2,0,FALSE,5,17.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4442,4053,484,146,8,7,0,FALSE,1,9.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4443,4062,193,32.07058824,85,8,0,FALSE,5,19.3,"9:00,12:00,16:00",0,0
4444,4403,197,35.11764706,51,1,0,FALSE,4,15.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4445,1268,262,43.81176471,85,6,0,FALSE,1,5.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4445,4063,884,96.92307692,13,5,0,FALSE,1,17.68,"9:00,12:00,16:00",3,0
4446,4449,217,30.93333333,30,8,0,FALSE,5,21.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4447,529,506,148.0333333,30,7,0,FALSE,1,10.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4448,1527,159,22.44736842,76,7,0,FALSE,1,3.18,No rush hours,2,0
4449,4450,109,15.56666667,30,6,0,FALSE,1,2.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4450,4452,188,26.83333333,30,0,0,FALSE,3,11.28,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4451,773,122,21.96666667,30,2,0,FALSE,5,12.2,"9:00,12:00,16:00",0,0
4452,4820,147,23.8,30,9,0,FALSE,3,8.82,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4453,423,207,33.11111111,54,6,0,FALSE,1,4.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4454,2673,441,57.5,2,3,0,FALSE,3,26.46,"9:00,12:00,16:00",1,0
4454,1154,107,16,55,1,0,FALSE,4,8.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4455,4454,254,36.70175439,57,1,0,FALSE,4,20.32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4456,1535,546,74.54,50,2,0,FALSE,5,54.6,"9:00,12:00,16:00",1,0
4457,1547,191,26.08,50,4,0,FALSE,2,7.64,No rush hours,2,0
4458,1544,86,16.31578947,57,4,0,FALSE,2,3.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4459,4458,203,30.31578947,57,0,0,FALSE,3,12.18,"9:00,12:00,16:00",1,0
4460,4459,97,17.94736842,57,2,0,FALSE,5,9.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4461,4842,137,34,51,8,0,FALSE,5,13.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4462,2749,264,38.05555556,54,5,0,FALSE,1,5.28,"9:00,12:00,16:00",5,0
4463,4456,230,31.92,50,7,0,FALSE,1,4.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4464,4085,185,26.90740741,54,3,0,FALSE,3,11.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4465,3335,287,44.85185185,54,7,0,FALSE,1,5.74,"9:00,12:00,16:00",2,0
4466,4469,157,23.67326733,101,7,0,FALSE,1,3.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4467,4466,161,26.03960396,101,5,0,FALSE,1,3.22,No rush hours,1,0
4468,4476,241,38.85,80,0,0,FALSE,3,14.46,"9:00,12:00,16:00",5,0
4469,4468,305,47.85,60,0,0,FALSE,3,18.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4469,2278,263,40.29268293,41,4,0,FALSE,2,10.52,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4470,4473,160,23.86138614,101,4,0,FALSE,2,6.4,"9:00,12:00,16:00",1,0
4471,4470,147,22.04950495,101,8,0,FALSE,5,14.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4472,4467,151,22.56435644,101,8,0,FALSE,5,15.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4473,4472,159,24.63366337,101,4,0,FALSE,2,6.36,"9:00,12:00,16:00",5,0
4474,537,203,31.54716981,53,2,0,FALSE,5,20.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4475,4517,251,44.27777778,18,9,0,FALSE,3,15.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4476,4127,142,22.0375,80,7,0,FALSE,1,2.84,No rush hours,3,0
4477,1695,158,44.71428571,21,2,0,FALSE,5,15.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4478,114,249,114.6231003,329,8,0,FALSE,5,24.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4478,4315,141,49.28985507,138,9,0,FALSE,3,8.46,"9:00,12:00,16:00",5,0
4478,446,185,79.35992579,539,8,0,FALSE,5,18.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4478,487,185,74.5,6,3,0,FALSE,3,11.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4479,1983,336,55.04444444,45,5,0,FALSE,1,6.72,"9:00,12:00,16:00",3,0
4480,4482,203,70.41696113,849,1,0,FALSE,4,16.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4480,333,274,115.5565217,115,8,0,FALSE,5,27.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4481,333,212,92.2,20,3,0,FALSE,3,12.72,"9:00,12:00,16:00",4,0
4481,4478,194,63.93379447,1012,9,0,FALSE,3,11.64,No rush hours,4,0
4482,3286,302,103.5083241,901,1,0,FALSE,4,24.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4483,4525,160,46.16326531,49,0,0,FALSE,3,9.6,"9:00,12:00,16:00",5,0
4484,4481,147,48.60916179,1026,8,0,FALSE,5,14.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4485,3909,103,18.17241379,29,8,0,FALSE,5,10.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4486,4481,396,115.3333333,6,8,0,FALSE,5,39.6,"9:00,12:00,16:00",0,0
4486,4484,248,81.93824485,923,5,0,FALSE,1,4.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4487,1726,145,22.05714286,35,2,0,FALSE,5,14.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4488,4976,307,50.26666667,15,9,0,FALSE,3,18.42,"9:00,12:00,16:00",3,0
4488,1486,130,33.6744186,43,5,0,FALSE,1,2.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4489,589,131,20.74683544,79,5,0,FALSE,1,2.62,No rush hours,1,0
4490,1265,189,32.36585366,41,5,0,FALSE,1,3.78,"9:00,12:00,16:00",4,0
4491,3085,110,17.93693694,111,3,0,FALSE,3,6.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4492,165,176,57.05294118,510,7,0,FALSE,1,3.52,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4493,710,186,27.51219512,41,7,0,FALSE,1,3.72,"9:00,12:00,16:00",5,0
4494,3690,263,29,18,5,0,FALSE,1,5.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4495,2790,97,14.41176471,51,7,0,FALSE,1,1.94,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4496,573,196,34.36144578,83,4,0,FALSE,2,7.84,"9:00,12:00,16:00",2,0
4497,4583,269,31.08888889,45,6,0,FALSE,1,5.38,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4498,1813,264,42.53448276,116,7,0,FALSE,1,5.28,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4498,4423,268,61.86666667,30,7,0,FALSE,1,5.36,No rush hours,4,0
4499,1834,163,28.84615385,91,1,0,FALSE,4,13.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4500,4959,170,33.44210526,95,0,0,FALSE,3,10.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4501,3682,215,30.53333333,45,1,0,FALSE,4,17.2,"9:00,12:00,16:00",5,0
4502,4812,154,24.93793103,145,7,0,FALSE,1,3.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4503,2993,117,19.68,25,1,0,FALSE,4,9.36,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4504,4509,325,47,15,6,0,FALSE,1,6.5,"9:00,12:00,16:00",1,0
4505,516,816,98.48275862,29,0,0,FALSE,3,48.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4506,1961,125,22.18518519,27,6,0,FALSE,1,2.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4507,4510,172,34.29411765,102,6,0,FALSE,1,3.44,"9:00,12:00,16:00",3,0
4508,4507,222,44.28431373,102,0,0,FALSE,3,13.32,No rush hours,4,0
4508,4510,394,97.6,30,2,0,FALSE,5,39.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4509,3265,326,48,15,4,0,FALSE,2,13.04,"9:00,12:00,16:00",0,0
4510,4876,634,173,48,7,0,FALSE,1,12.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4510,1140,251,50.08823529,102,9,0,FALSE,3,15.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4511,4490,205,33.68292683,41,1,0,FALSE,4,16.4,"9:00,12:00,16:00",2,0
4512,4382,219,26.24444444,45,3,0,FALSE,3,13.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4513,4515,176,25.9,20,0,0,FALSE,3,10.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4514,4520,214,31.76190476,21,1,0,FALSE,4,17.12,"9:00,12:00,16:00",4,0
4515,2562,258,37.85,20,6,0,FALSE,1,5.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4516,4514,137,19.85714286,21,9,0,FALSE,3,8.22,No rush hours,3,0
4517,725,370,65.33333333,18,3,0,FALSE,3,22.2,"9:00,12:00,16:00",1,0
4518,1164,273,35.3,20,6,0,FALSE,1,5.46,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4519,4513,201,29.85,20,5,0,FALSE,1,4.02,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4520,4887,230,33.71428571,21,4,0,FALSE,2,9.2,"9:00,12:00,16:00",4,0
4521,4982,197,26.94285714,35,6,0,FALSE,1,3.94,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4522,4361,130,19.38461538,39,3,0,FALSE,3,7.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4522,1893,264,40.625,24,7,0,FALSE,1,5.28,"9:00,12:00,16:00",0,0
4523,1171,242,45.75,24,9,0,FALSE,3,14.52,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4524,1010,184,36.16666667,30,8,0,FALSE,5,18.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4525,4442,230,66.53061224,49,6,0,FALSE,1,4.6,No rush hours,5,0
4526,4244,185,38.625,80,6,0,FALSE,1,3.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4527,4553,247,41.18518519,27,1,0,FALSE,4,19.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4528,4246,155,27.81538462,65,3,0,FALSE,3,9.3,"9:00,12:00,16:00",4,0
4529,1559,275,50.07142857,28,6,0,FALSE,1,5.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4530,4154,229,35.34285714,35,6,0,FALSE,1,4.58,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4530,3767,203,36.02272727,44,4,0,FALSE,2,8.12,"9:00,12:00,16:00",2,0
4531,3253,275,42.07407407,27,8,0,FALSE,5,27.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4532,1999,285,48.90697674,86,5,0,FALSE,1,5.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4533,4986,572,75.9,40,6,0,FALSE,1,11.44,"9:00,12:00,16:00",4,0
4534,184,180,28.0862069,116,8,0,FALSE,5,18,No rush hours,5,0
4535,4817,224,33.07407407,54,4,0,FALSE,2,8.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4536,4494,130,14.33333333,18,1,0,FALSE,4,10.4,"9:00,12:00,16:00",4,0
4537,1793,161,25.86407767,103,4,0,FALSE,2,6.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4538,2282,317,48.47826087,23,4,0,FALSE,2,12.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4538,3582,128,16.13333333,15,4,0,FALSE,2,5.12,"9:00,12:00,16:00",5,0
4538,2983,257,47.31707317,41,6,0,FALSE,1,5.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4539,2036,305,40.48,75,8,0,FALSE,5,30.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4540,3631,134,18.37,100,0,0,FALSE,3,8.04,"9:00,12:00,16:00",1,0
4541,3012,261,36.32142857,28,0,0,FALSE,3,15.66,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4542,4545,272,90.91434263,502,7,0,FALSE,1,5.44,No rush hours,1,0
4542,3972,125,81.9,20,3,0,FALSE,3,7.5,"9:00,12:00,16:00",5,0
4542,3974,123,106.1666667,6,6,0,FALSE,1,2.46,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4542,1510,144,111.2686567,201,3,0,FALSE,3,8.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4542,3975,125,98.08695652,92,6,0,FALSE,1,2.5,"9:00,12:00,16:00",2,0
4542,4680,123,111.9027778,72,3,0,FALSE,3,7.38,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4543,2060,121,30.50980392,51,9,0,FALSE,3,7.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4544,1289,336,243.1374046,131,1,0,FALSE,4,26.88,"9:00,12:00,16:00",2,0
4544,4555,155,31.2972973,111,2,0,FALSE,5,15.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4545,4544,235,65.36101083,277,0,0,FALSE,3,14.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4545,4555,391,56.33333333,189,3,0,FALSE,3,23.46,No rush hours,2,0
4546,333,192,63.58147321,896,7,0,FALSE,1,3.84,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4547,4343,302,47.46969697,66,4,0,FALSE,2,12.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4548,98,205,88.8125,288,5,0,FALSE,1,4.1,"9:00,12:00,16:00",3,0
4548,4542,288,93.94333844,653,5,0,FALSE,1,5.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4549,2411,419,61.10344828,29,5,0,FALSE,1,8.38,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4549,4551,133,20.3255814,43,5,0,FALSE,1,2.66,"9:00,12:00,16:00",1,0
4550,2031,112,16.48611111,72,4,0,FALSE,2,4.48,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4551,4793,179,26.54700855,117,3,0,FALSE,3,10.74,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4552,956,163,40.26086957,46,1,0,FALSE,4,13.04,"9:00,12:00,16:00",3,0
4553,2549,110,19.88888889,27,2,0,FALSE,5,11,No rush hours,4,0
4554,4603,317,52.25373134,67,1,0,FALSE,4,25.36,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4555,2647,187,30.37333333,300,3,0,FALSE,3,11.22,"9:00,12:00,16:00",1,0
4556,5019,136,17.37209302,86,1,0,FALSE,4,10.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4557,4907,339,57.43478261,23,7,0,FALSE,1,6.78,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4558,4559,118,15.859375,64,7,0,FALSE,1,2.36,"9:00,12:00,16:00",3,0
4559,4569,190,25.984375,64,3,0,FALSE,3,11.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4560,2956,188,25.453125,64,8,0,FALSE,5,18.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4561,247,263,48.68421053,38,1,0,FALSE,4,21.04,"9:00,12:00,16:00",1,0
4562,4563,277,37.625,64,8,0,FALSE,5,27.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4563,4560,280,37.96875,64,5,0,FALSE,1,5.6,No rush hours,3,0
4564,4565,172,24.34020619,97,8,0,FALSE,5,17.2,"9:00,12:00,16:00",5,0
4565,441,295,46.2173913,23,2,0,FALSE,5,29.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4565,4562,418,56.21875,64,3,0,FALSE,3,25.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4565,4175,3328,357.2,10,5,0,FALSE,1,66.56,"9:00,12:00,16:00",4,0
4566,509,260,36.04166667,72,8,0,FALSE,5,26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4567,1568,257,35.53535354,99,7,0,FALSE,1,5.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4567,1566,222,40.65753425,73,1,0,FALSE,4,17.76,"9:00,12:00,16:00",3,0
4568,3212,136,20.53125,32,2,0,FALSE,5,13.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4569,3713,210,28.53125,64,0,0,FALSE,3,12.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4570,3290,245,42.08333333,72,7,0,FALSE,1,4.9,No rush hours,2,0
4571,1981,324,48.20930233,43,3,0,FALSE,3,19.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4572,4579,381,55.56818182,44,0,0,FALSE,3,22.86,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4573,1609,242,46.9375,16,7,0,FALSE,1,4.84,"9:00,12:00,16:00",2,0
4573,4895,253,41.69512195,82,0,0,FALSE,3,15.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4574,2690,212,36.5625,16,2,0,FALSE,5,21.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4574,2687,237,39.58333333,84,7,0,FALSE,1,4.74,"9:00,12:00,16:00",4,0
4575,4684,293,34.2,45,8,0,FALSE,5,29.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4576,4582,221,32.25531915,47,6,0,FALSE,1,4.42,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4577,4192,152,17.91111111,45,1,0,FALSE,4,12.16,"9:00,12:00,16:00",5,0
4578,1461,170,26.56521739,69,4,0,FALSE,2,6.8,No rush hours,3,0
4579,44,162,23.84090909,44,5,0,FALSE,1,3.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4580,4479,382,62,45,8,0,FALSE,5,38.2,"9:00,12:00,16:00",2,0
4581,4193,249,33.5106383,47,2,0,FALSE,5,24.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4582,4402,328,44.91489362,47,7,0,FALSE,1,6.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4583,4577,194,24.35555556,45,9,0,FALSE,3,11.64,"9:00,12:00,16:00",0,0
4584,4585,149,24.38888889,36,7,0,FALSE,1,2.98,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4585,2596,181,29.94444444,36,8,0,FALSE,5,18.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4586,229,304,54.16176471,68,4,0,FALSE,2,12.16,"9:00,12:00,16:00",2,0
4587,4584,209,33.52777778,36,6,0,FALSE,1,4.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4588,1644,204,25.70833333,24,2,0,FALSE,5,20.4,No rush hours,4,0
4589,1965,199,22.12,25,4,0,FALSE,2,7.96,"9:00,12:00,16:00",2,0
4590,3608,188,29.06944444,72,5,0,FALSE,1,3.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4591,4683,741,114,6,1,0,FALSE,4,59.28,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4592,4591,546,76,6,7,0,FALSE,1,10.92,"9:00,12:00,16:00",1,0
4593,4592,678,94,6,4,0,FALSE,2,27.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4594,4692,192,30.17647059,68,8,0,FALSE,5,19.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4595,4951,823,116,6,7,0,FALSE,1,16.46,"9:00,12:00,16:00",1,0
4596,2131,512,61,6,5,0,FALSE,1,10.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4597,4596,798,103,6,0,0,FALSE,3,47.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
4597,2718,123,21.78571429,42,9,0,FALSE,3,7.38,No rush hours,2,0
4598,1326,191,25.40425532,47,7,0,FALSE,1,3.82,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4599,4598,792,111,5,1,0,FALSE,4,63.36,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4600,1740,147,27.12903226,31,9,0,FALSE,3,8.82,"9:00,12:00,16:00",1,0
4601,4784,400,80.62,50,1,0,FALSE,4,32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4601,4782,407,64.29268293,41,7,0,FALSE,1,8.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4602,1761,218,33.03333333,30,1,0,FALSE,4,17.44,"9:00,12:00,16:00",5,0
4603,4683,320,63.56716418,67,9,0,FALSE,3,19.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4604,2085,176,30.93150685,73,9,0,FALSE,3,10.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4605,4600,290,52,31,6,0,FALSE,1,5.8,"9:00,12:00,16:00",1,0
4605,4271,138,26.92682927,41,5,0,FALSE,1,2.76,No rush hours,2,0
4606,4612,258,39.47826087,92,3,0,FALSE,3,15.48,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4607,2385,133,18.92105263,38,3,0,FALSE,3,7.98,"9:00,12:00,16:00",2,0
4607,4618,375,64.92307692,52,3,0,FALSE,3,22.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4608,902,164,27,17,0,0,FALSE,3,9.84,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4609,4606,151,27.63461538,52,7,0,FALSE,1,3.02,"9:00,12:00,16:00",3,0
4610,1143,113,17.7,40,5,0,FALSE,1,2.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4610,4086,257,42.65714286,35,9,0,FALSE,3,15.42,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
4610,599,101,25,17,4,0,FALSE,2,4.04,"9:00,12:00,16:00",0,0
4611,4613,219,32.73333333,90,9,0,FALSE,3,13.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4612,4610,246,38.01086957,92,4,0,FALSE,2,9.84,No rush hours,5,0
4613,4607,272,40.67777778,90,7,0,FALSE,1,5.44,"9:00,12:00,16:00",5,0
4614,5065,246,39.27083333,48,0,0,FALSE,3,14.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
4615,4614,201,35.66666667,48,2,0,FALSE,5,20.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
4616,1394,287,105.75,20,0,0,FALSE,3,17.22,"9:00,12:00,16:00",0,0
4616,4483,275,79.57142857,49,9,0,FALSE,3,16.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
4617,4605,107,18.56944444,72,7,0,FALSE,1,2.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
4618,900,227,34.40384615,52,6,0,FALSE,1,4.54,"9:00,12:00,16:00",1,0
4619,4609,259,38.30769231,52,0,0,FALSE,3,15.54,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
